case_n_18plus
73.0
19.0
28.0
32.0
9.0
14.0
6.0
3.0
108.0
7.0
4.0
35.0
15.0
1.0
15.0
60.0
8.0
1.0
23.0
22.0
16.0
25.0
26.0
13.0
3.0
22.0
34.0
9.0
25.0
1.0
153.0
19.0
66.0
15.0
26.0
22.0
6.0
14.0
41.0
30.0
9.0
8.0
74.0
6.0
29.0
15.0
4.0
86.0
180.0
3.0
9.0
12.0
3.0
3.0
30.0
22.0
35.0
10.0
103.0
32.0
6.0
42.0
42.0
74.0
36.0
14.0
2.0
56.0
5.0
4.0
26.0
10.0
11.0
29.0
37.0
24.0
7.0
8.0
27.0
3.0
1.0
8.0
6.0
34.0
14.0
3.0
28.0
25.0
7.0
42.0
4.0
11.0
5.0
32.0
27.0
27.0
2.0
14.0
4.0
12.0
7.0
2.0
44.0
96.0
19.0
14.0
7.0
4.0
15.0
16.0
1.0
40.0
2.0
10.0
2.0
6.0
12.0
25.0
113.0
36.0
48.0
6.0
26.0
9.0
4.0
1.0
82.0
34.0
23.0
4.0
6.0
27.0
41.0
10.0
10.0
7.0
13.0
69.0
169.0
2.0
40.0
23.0
31.0
77.0
15.0
18.0
3.0
1.0
7.0
9.0
10.0
28.0
21.0
4.0
68.0
3.0
3.0
4.0
10.0
10.0
9.0
7.0
8.0
5.0
5.0
43.0
2.0
17.0
3.0
5.0
2.0
6.0
2.0
116.0
135.0
73.0
57.0
37.0
13.0
70.0
48.0
92.0
12.0
10.0
15.0
5.0
7.0
50.0
12.0
1.0
32.0
135.0
134.0
19.0
32.0
80.0
8.0
23.0
14.0
19.0
40.0
31.0
3.0
33.0
3.0
7.0
3.0
13.0
73.0
10.0
39.0
8.0
6.0
2.0
28.0
43.0
13.0
45.0
74.0
11.0
7.0
12.0
8.0
5.0
4.0
4.0
33.0
1.0
31.0
7.0
20.0
11.0
5.0
44.0
8.0
4.0
6.0
11.0
38.0
2.0
11.0
34.0
13.0
1.0
